,Hour,Weekno,Enhanced_Weekday,gas_price,demand_2da,Solar7da,Wind7da,np15_outage_total,demandMinusWindMinusSolar,Ph,target0
2023-11-29 18:00:00,19.0,48.0,3.0,9.35,28637.19,0.0,30.75,4772.28,28606.44,88.6528,89.8156
2023-11-29 19:00:00,20.0,48.0,3.0,9.35,28011.45,0.0,58.7,4772.28,27952.75,89.8156,88.2484
2023-11-29 20:00:00,21.0,48.0,3.0,9.35,27277.03,0.0,101.3,4772.28,27175.73,88.2484,89.13903
2023-11-29 21:00:00,22.0,48.0,3.0,9.35,26492.18,0.0,132.38,4779.78,26359.8,89.13903,86.33755
2023-11-29 22:00:00,23.0,48.0,3.0,9.35,25128.57,0.0,155.64,4779.78,24972.93,86.33755,82.56076
2023-11-29 23:00:00,24.0,48.0,3.0,9.35,23677.22,0.0,186.48,4779.78,23490.74,82.56076,75.23691
2023-11-30 00:00:00,1.0,48.0,4.0,9.39,22693.25,0.0,219.88,4779.78,22473.37,75.23691,64.01
2023-11-30 01:00:00,2.0,48.0,4.0,9.39,22037.63,0.0,255.37,4779.78,21782.260000000002,64.01,63.58812
2023-11-30 02:00:00,3.0,48.0,4.0,9.39,21531.03,0.0,265.83,4779.78,21265.199999999997,63.58812,63.85898
2023-11-30 03:00:00,4.0,48.0,4.0,9.39,21434.81,0.0,279.64,4779.78,21155.170000000002,63.85898,63.62616
2023-11-30 04:00:00,5.0,48.0,4.0,9.39,21987.15,0.0,308.26,4779.78,21678.890000000003,63.62616,64.3195
2023-11-30 05:00:00,6.0,48.0,4.0,9.39,23320.25,0.0,304.45,4729.78,23015.8,64.3195,75.45452
2023-11-30 06:00:00,7.0,48.0,4.0,9.39,25318.79,0.46,265.08,4830.68,25053.25,75.45452,86.26217
2023-11-30 07:00:00,8.0,48.0,4.0,9.39,26128.71,174.58,259.43,4804.78,25694.699999999997,86.26217,83.04135
2023-11-30 08:00:00,9.0,48.0,4.0,9.39,25472.89,623.26,278.48,4802.78,24571.15,83.04135,86.0
2023-11-30 09:00:00,10.0,48.0,4.0,9.39,24423.7,990.57,271.55,4802.78,23161.58,86.0,81.78398
2023-11-30 10:00:00,11.0,48.0,4.0,9.39,23468.33,1098.41,260.49,4801.43,22109.43,81.78398,78.0
2023-11-30 11:00:00,12.0,48.0,4.0,9.39,22795.72,1114.4,290.88,4801.43,21390.44,78.0,72.6213
2023-11-30 12:00:00,13.0,48.0,4.0,9.39,22701.98,1137.95,319.62,4793.79,21244.41,72.6213,69.53298
2023-11-30 13:00:00,14.0,48.0,4.0,9.39,23122.67,1115.51,357.08,4793.79,21650.079999999998,69.53298,70.07377
2023-11-30 14:00:00,15.0,48.0,4.0,9.39,23826.72,950.0,423.52,4793.79,22453.2,70.07377,73.04804
2023-11-30 15:00:00,16.0,48.0,4.0,9.39,25159.04,516.78,516.44,4793.79,24125.820000000003,73.04804,78.5866
2023-11-30 16:00:00,17.0,48.0,4.0,9.39,26881.22,102.65,594.45,4690.29,26184.12,78.5866,87.79024
2023-11-30 17:00:00,18.0,48.0,4.0,9.39,28664.49,0.0,636.47,4678.29,28028.02,87.79024,88.22263
2023-11-30 18:00:00,19.0,48.0,4.0,9.39,28336.06,0.0,648.44,4514.639999999999,27687.620000000003,88.22263,86.77276
2023-11-30 19:00:00,20.0,48.0,4.0,9.39,27758.3,0.0,619.93,4514.639999999999,27138.37,86.77276,86.34757
2023-11-30 20:00:00,21.0,48.0,4.0,9.39,27096.51,0.0,586.4,4514.639999999999,26510.109999999997,86.34757,85.71634
2023-11-30 21:00:00,22.0,48.0,4.0,9.39,26288.82,0.0,543.09,4522.139999999999,25745.73,85.71634,84.28252
2023-11-30 22:00:00,23.0,48.0,4.0,9.39,24954.31,0.0,493.29,4522.139999999999,24461.02,84.28252,81.50655
2023-11-30 23:00:00,24.0,48.0,4.0,9.39,23582.56,0.0,448.34,4493.139999999999,23134.22,81.50655,73.49093
2023-12-01 00:00:00,1.0,48.0,5.0,8.7,22614.4,0.0,448.13,3638.73,22166.27,73.49093,57.84392
2023-12-01 01:00:00,2.0,48.0,5.0,8.7,21848.74,0.0,385.1,3638.73,21463.640000000003,57.84392,57.8817
2023-12-01 02:00:00,3.0,48.0,5.0,8.7,21368.79,0.0,356.51,3638.73,21012.280000000002,57.8817,57.96432
2023-12-01 03:00:00,4.0,48.0,5.0,8.7,21250.13,0.0,328.35,3638.73,20921.780000000002,57.96432,56.38399
2023-12-01 04:00:00,5.0,48.0,5.0,8.7,21750.81,0.0,274.11,3638.73,21476.7,56.38399,57.85129
2023-12-01 05:00:00,6.0,48.0,5.0,8.7,23106.09,0.0,239.05,4253.73,22867.04,57.85129,71.5947
2023-12-01 06:00:00,7.0,48.0,5.0,8.7,25320.25,0.55,224.95,4232.93,25094.75,71.5947,79.52421
2023-12-01 07:00:00,8.0,48.0,5.0,8.7,26089.89,310.48,229.28,4251.63,25550.13,79.52421,69.59224
2023-12-01 08:00:00,9.0,48.0,5.0,8.7,24928.45,1019.93,225.71,4213.63,23682.81,69.59224,63.35995
2023-12-01 09:00:00,10.0,48.0,5.0,8.7,23590.64,1359.83,199.96,4262.63,22030.85,63.35995,59.41394
2023-12-01 10:00:00,11.0,48.0,5.0,8.7,22291.14,1334.98,187.96,4262.63,20768.2,59.41394,53.66893
2023-12-01 11:00:00,12.0,48.0,5.0,8.7,21291.08,1280.01,203.85,4262.63,19807.220000000005,53.66893,49.42969
2023-12-01 12:00:00,13.0,48.0,5.0,8.7,20999.32,1284.66,247.41,4135.13,19467.25,49.42969,46.33016
2023-12-01 13:00:00,14.0,48.0,5.0,8.7,21343.73,1307.55,331.59,4135.13,19704.59,46.33016,46.36956
2023-12-01 14:00:00,15.0,48.0,5.0,8.7,22188.88,1165.45,437.8,4135.13,20585.63,46.36956,49.15566
2023-12-01 15:00:00,16.0,48.0,5.0,8.7,23866.1,639.81,499.44,4135.13,22726.85,49.15566,55.76308
2023-12-01 16:00:00,17.0,48.0,5.0,8.7,25899.71,123.65,522.98,4126.63,25253.079999999998,55.76308,73.9057
2023-12-01 17:00:00,18.0,48.0,5.0,8.7,27943.79,0.0,520.8,4121.13,27422.99,73.9057,73.73904
2023-12-01 18:00:00,19.0,48.0,5.0,8.7,27848.17,0.0,514.16,3273.0299999999997,27334.01,73.73904,72.73372
2023-12-01 19:00:00,20.0,48.0,5.0,8.7,27424.19,0.0,504.67,3273.0299999999997,26919.52,72.73372,72.09561
2023-12-01 20:00:00,21.0,48.0,5.0,8.7,26918.17,0.0,479.62,3273.0299999999997,26438.55,72.09561,72.76682
2023-12-01 21:00:00,22.0,48.0,5.0,8.7,26268.88,0.0,421.45,3280.5299999999997,25847.43,72.76682,72.55349
2023-12-01 22:00:00,23.0,48.0,5.0,8.7,25011.34,0.0,346.99,3280.5299999999997,24664.35,72.55349,70.47596
2023-12-01 23:00:00,24.0,48.0,5.0,8.7,23636.97,0.0,282.13,3280.5299999999997,23354.84,70.47596,59.72726
2023-12-02 00:00:00,1.0,48.0,6.0,7.86,22653.82,0.0,293.96,4902.7,22359.86,59.72726,51.52673
2023-12-02 01:00:00,2.0,48.0,6.0,7.86,21799.29,0.0,232.21,4609.92,21567.08,51.52673,48.48949
2023-12-02 02:00:00,3.0,48.0,6.0,7.86,21166.29,0.0,197.3,4615.5,20968.99,48.48949,48.40182
2023-12-02 03:00:00,4.0,48.0,6.0,7.86,20902.46,0.0,195.62,4890.280000000001,20706.84,48.40182,48.22102
2023-12-02 04:00:00,5.0,48.0,6.0,7.86,21058.8,0.0,192.68,4890.92,20866.12,48.22102,48.29586
2023-12-02 05:00:00,6.0,48.0,6.0,7.86,21729.81,0.0,167.38,5707.1,21562.43,48.29586,55.74401
2023-12-02 06:00:00,7.0,48.0,6.0,7.86,22813.48,0.41,151.69,5693.38,22661.38,55.74401,58.24094
2023-12-02 07:00:00,8.0,48.0,6.0,7.86,22665.46,264.0,156.45,5712.4400000000005,22245.01,58.24094,53.97368
2023-12-02 08:00:00,9.0,48.0,6.0,7.86,21744.59,837.65,161.12,5696.8,20745.82,53.97368,46.79881
2023-12-02 09:00:00,10.0,48.0,6.0,7.86,20522.14,1143.13,159.33,5760.07,19219.679999999997,46.79881,46.76
2023-12-02 10:00:00,11.0,48.0,6.0,7.86,19315.69,1163.94,164.65,5931.62,17987.1,46.76,43.67262
2023-12-02 11:00:00,12.0,48.0,6.0,7.86,18376.41,1136.32,181.08,5898.02,17059.01,43.67262,41.7943
2023-12-02 12:00:00,13.0,48.0,6.0,7.86,18071.45,1107.61,198.76,5641.870000000001,16765.08,41.7943,41.38554
2023-12-02 13:00:00,14.0,48.0,6.0,7.86,18539.72,1041.64,212.97,5483.370000000001,17285.11,41.38554,40.74466
2023-12-02 14:00:00,15.0,48.0,6.0,7.86,19567.11,860.99,217.6,5494.75,18488.52,40.74466,45.08
2023-12-02 15:00:00,16.0,48.0,6.0,7.86,21299.74,465.58,217.4,5442.960000000001,20616.76,45.08,52.4742
2023-12-02 16:00:00,17.0,48.0,6.0,7.86,23523.52,92.73,224.09,5392.76,23206.7,52.4742,64.24023
2023-12-02 17:00:00,18.0,48.0,6.0,7.86,25846.6,0.0,242.62,5320.38,25603.98,64.24023,64.55671
2023-12-02 18:00:00,19.0,48.0,6.0,7.86,26171.19,0.0,251.42,4462.41,25919.77,64.55671,63.31259
2023-12-02 19:00:00,20.0,48.0,6.0,7.86,25922.15,0.0,242.57,4449.18,25679.58,63.31259,61.29758
2023-12-02 20:00:00,21.0,48.0,6.0,7.86,25453.83,0.0,235.54,4446.36,25218.29,61.29758,61.33528
2023-12-02 21:00:00,22.0,48.0,6.0,7.86,24960.55,0.0,236.68,4439.66,24723.87,61.33528,62.45454
2023-12-02 22:00:00,23.0,48.0,6.0,7.86,23991.86,0.0,238.18,4433.73,23753.68,62.45454,61.88076
2023-12-02 23:00:00,24.0,48.0,6.0,7.86,22774.75,0.0,233.48,4473.05,22541.27,61.88076,56.25072
2023-12-03 00:00:00,1.0,48.0,7.0,7.86,21540.2,0.0,243.4,3985.79,21296.8,56.25072,50.66263
2023-12-03 01:00:00,2.0,48.0,7.0,7.86,20749.9,0.0,246.65,4009.63,20503.25,50.66263,50.35358
2023-12-03 02:00:00,3.0,48.0,7.0,7.86,20222.33,0.0,245.27,4013.62,19977.06,50.35358,50.0909
2023-12-03 03:00:00,4.0,48.0,7.0,7.86,19935.05,0.0,222.5,4005.2799999999997,19712.55,50.0909,47.69957
2023-12-03 04:00:00,5.0,48.0,7.0,7.86,19911.84,0.0,193.76,4007.15,19718.08,47.69957,50.95127
2023-12-03 05:00:00,6.0,48.0,7.0,7.86,20219.68,0.0,174.72,3968.46,20044.96,50.95127,54.31498
2023-12-03 06:00:00,7.0,48.0,7.0,7.86,20969.63,0.1,170.34,3975.62,20799.190000000002,54.31498,51.91469
2023-12-03 07:00:00,8.0,48.0,7.0,7.86,20629.0,177.31,170.13,3987.7299999999996,20281.559999999998,51.91469,55.40276
2023-12-03 08:00:00,9.0,48.0,7.0,7.86,20050.02,568.2,168.83,3991.0699999999997,19312.989999999998,55.40276,51.64
2023-12-03 09:00:00,10.0,48.0,7.0,7.86,18989.35,796.03,165.68,4065.18,18027.64,51.64,47.9493
2023-12-03 10:00:00,11.0,48.0,7.0,7.86,18078.38,856.65,167.98,4083.96,17053.75,47.9493,46.56073
2023-12-03 11:00:00,12.0,48.0,7.0,7.86,17436.61,883.44,174.19,4109.9,16378.980000000001,46.56073,44.66983
2023-12-03 12:00:00,13.0,48.0,7.0,7.86,17576.78,873.17,160.15,4165.639999999999,16543.46,44.66983,44.57188
2023-12-03 13:00:00,14.0,48.0,7.0,7.86,18226.33,779.8,135.55,4160.09,17310.980000000003,44.57188,44.40261
2023-12-03 14:00:00,15.0,48.0,7.0,7.86,19387.1,591.72,122.47,4167.87,18672.909999999996,44.40261,52.38122
2023-12-03 15:00:00,16.0,48.0,7.0,7.86,21080.34,303.82,121.56,4119.12,20654.96,52.38122,55.08
2023-12-03 16:00:00,17.0,48.0,7.0,7.86,23210.98,57.71,124.25,4089.44,23029.02,55.08,66.11805
2023-12-03 17:00:00,18.0,48.0,7.0,7.86,25539.38,0.0,126.77,4058.34,25412.61,66.11805,65.58147
2023-12-03 18:00:00,19.0,48.0,7.0,7.86,25965.88,0.0,140.45,4046.96,25825.43,65.58147,64.93525
2023-12-03 19:00:00,20.0,48.0,7.0,7.86,25823.62,0.0,149.03,4037.11,25674.59,64.93525,64.28784
2023-12-03 20:00:00,21.0,48.0,7.0,7.86,25452.27,0.0,144.46,4029.67,25307.81,64.28784,62.76786
2023-12-03 21:00:00,22.0,48.0,7.0,7.86,24770.47,0.0,143.82,4024.8999999999996,24626.65,62.76786,61.97144
2023-12-03 22:00:00,23.0,48.0,7.0,7.86,23408.88,0.0,138.83,4028.88,23270.05,61.97144,56.66
2023-12-03 23:00:00,24.0,48.0,7.0,7.86,21944.63,0.0,116.14,4063.48,21828.49,56.66,55.22423
2023-12-04 00:00:00,1.0,49.0,1.0,7.86,20745.17,0.0,130.38,3989.63,20614.789999999997,55.22423,59.88654
2023-12-04 01:00:00,2.0,49.0,1.0,7.86,20102.49,0.0,114.63,4037.55,19987.86,59.88654,57.37607
2023-12-04 02:00:00,3.0,49.0,1.0,7.86,19738.31,0.0,108.99,4028.87,19629.32,57.37607,55.35417
2023-12-04 03:00:00,4.0,49.0,1.0,7.86,19712.08,0.0,102.78,4035.17,19609.300000000003,55.35417,55.2898
2023-12-04 04:00:00,5.0,49.0,1.0,7.86,20291.32,0.0,82.92,4033.35,20208.4,55.2898,56.32849
2023-12-04 05:00:00,6.0,49.0,1.0,7.86,21668.72,0.0,52.56,4958.47,21616.16,56.32849,60.16811
2023-12-04 06:00:00,7.0,49.0,1.0,7.86,23841.54,0.02,35.05,4969.96,23806.47,60.16811,75.79555
2023-12-04 07:00:00,8.0,49.0,1.0,7.86,24806.64,172.57,29.35,5515.2,24604.72,75.79555,69.06289
2023-12-04 08:00:00,9.0,49.0,1.0,7.86,24331.03,642.37,22.07,5519.66,23666.59,69.06289,69.99
2023-12-04 09:00:00,10.0,49.0,1.0,7.86,23349.66,997.71,17.42,5621.15,22334.530000000002,69.99,62.02549
2023-12-04 10:00:00,11.0,49.0,1.0,7.86,22209.41,1107.7,15.67,5706.66,21086.04,62.02549,55.95206
2023-12-04 11:00:00,12.0,49.0,1.0,7.86,21399.32,1129.5,15.32,5722.43,20254.5,55.95206,55.50025
2023-12-04 12:00:00,13.0,49.0,1.0,7.86,21171.51,1157.96,16.12,5570.13,19997.43,55.50025,54.22716
2023-12-04 13:00:00,14.0,49.0,1.0,7.86,21626.62,1211.19,14.88,5580.530000000001,20400.55,54.22716,54.06707
2023-12-04 14:00:00,15.0,49.0,1.0,7.86,22712.2,1138.33,13.24,5586.93,21560.63,54.06707,58.76692
2023-12-04 15:00:00,16.0,49.0,1.0,7.86,24393.42,659.7,14.28,5564.1,23719.44,58.76692,64.42358
2023-12-04 16:00:00,17.0,49.0,1.0,7.86,26310.25,128.67,17.62,5522.12,26163.960000000003,64.42358,79.60521
2023-12-04 17:00:00,18.0,49.0,1.0,7.86,28131.11,0.0,20.98,5502.72,28110.13,79.60521,80.94093
2023-12-04 18:00:00,19.0,49.0,1.0,7.86,28036.46,0.0,23.42,4504.4,28013.04,80.94093,78.42096
2023-12-04 19:00:00,20.0,49.0,1.0,7.86,27519.95,0.0,23.14,4488.95,27496.81,78.42096,76.29555
2023-12-04 20:00:00,21.0,49.0,1.0,7.86,26837.85,0.0,21.48,4500.97,26816.37,76.29555,75.34264
2023-12-04 21:00:00,22.0,49.0,1.0,7.86,25977.64,0.0,20.51,4490.9400000000005,25957.13,75.34264,74.27513
2023-12-04 22:00:00,23.0,49.0,1.0,7.86,24345.15,0.0,21.23,4487.700000000001,24323.920000000002,74.27513,65.24455
2023-12-04 23:00:00,24.0,49.0,1.0,7.86,22726.69,0.0,22.37,4514.16,22704.32,65.24455,60.55107
2023-12-05 00:00:00,1.0,49.0,2.0,7.71,21554.74,0.0,19.01,4680.29,21535.730000000003,60.55107,51.0381
2023-12-05 01:00:00,2.0,49.0,2.0,7.71,20768.08,0.0,19.59,4697.25,20748.49,51.0381,49.64273
2023-12-05 02:00:00,3.0,49.0,2.0,7.71,20264.1,0.0,19.2,4711.34,20244.899999999998,49.64273,49.26645
2023-12-05 03:00:00,4.0,49.0,2.0,7.71,20131.76,0.0,17.39,4705.52,20114.37,49.26645,49.2509
2023-12-05 04:00:00,5.0,49.0,2.0,7.71,20644.08,0.0,16.93,4702.5599999999995,20627.15,49.2509,49.56601
2023-12-05 05:00:00,6.0,49.0,2.0,7.71,21952.73,0.0,18.76,5521.139999999999,21933.97,49.56601,56.52499
2023-12-05 06:00:00,7.0,49.0,2.0,7.71,24226.07,0.01,21.19,5623.07,24204.870000000003,56.52499,72.66245
2023-12-05 07:00:00,8.0,49.0,2.0,7.71,24872.24,202.44,24.86,5911.59,24644.940000000002,72.66245,65.26118
2023-12-05 08:00:00,9.0,49.0,2.0,7.71,23818.39,723.78,29.06,5925.24,23065.55,65.26118,70.50477
2023-12-05 09:00:00,10.0,49.0,2.0,7.71,22558.07,1096.98,27.92,5964.599999999999,21433.170000000002,70.50477,69.38014
2023-12-05 10:00:00,11.0,49.0,2.0,7.71,21436.17,1188.57,23.94,5987.5599999999995,20223.66,69.38014,65.58
2023-12-05 11:00:00,12.0,49.0,2.0,7.71,20761.16,1189.93,22.18,6013.469999999999,19549.05,65.58,62.39581
2023-12-05 12:00:00,13.0,49.0,2.0,7.71,20818.37,1200.81,23.18,6039.23,19594.379999999997,62.39581,60.88
2023-12-05 13:00:00,14.0,49.0,2.0,7.71,21587.49,1239.15,25.93,6038.12,20322.41,60.88,60.5951
2023-12-05 14:00:00,15.0,49.0,2.0,7.71,22975.29,1134.79,27.42,6053.77,21813.08,60.5951,66.88
2023-12-05 15:00:00,16.0,49.0,2.0,7.71,24864.78,636.53,29.29,6001.5,24198.96,66.88,70.97267
2023-12-05 16:00:00,17.0,49.0,2.0,7.71,26770.13,122.66,31.92,5710.96,26615.550000000003,70.97267,76.25973
2023-12-05 17:00:00,18.0,49.0,2.0,7.71,28323.69,0.0,34.65,5689.32,28289.039999999997,76.25973,77.35363
2023-12-05 18:00:00,19.0,49.0,2.0,7.71,28093.03,0.0,35.81,4827.98,28057.219999999998,77.35363,70.23734
2023-12-05 19:00:00,20.0,49.0,2.0,7.71,27533.82,0.0,36.76,4809.43,27497.06,70.23734,70.34799
2023-12-05 20:00:00,21.0,49.0,2.0,7.71,26820.72,0.0,42.23,4813.7,26778.49,70.34799,70.57527
2023-12-05 21:00:00,22.0,49.0,2.0,7.71,25894.36,0.0,49.59,4801.38,25844.77,70.57527,69.68787
2023-12-05 22:00:00,23.0,49.0,2.0,7.71,24273.39,0.0,55.95,4820.0599999999995,24217.44,69.68787,59.87961
2023-12-05 23:00:00,24.0,49.0,2.0,7.71,22672.94,0.0,60.41,4819.85,22612.53,59.87961,55.71548
2023-12-06 00:00:00,1.0,49.0,3.0,7.85,21766.83,0.0,55.14,4747.139999999999,21711.690000000002,55.71548,53.56817
2023-12-06 01:00:00,2.0,49.0,3.0,7.85,20972.18,0.0,57.95,4732.139999999999,20914.23,53.56817,51.89484
2023-12-06 02:00:00,3.0,49.0,3.0,7.85,20419.64,0.0,63.51,4750.09,20356.13,51.89484,51.37735
2023-12-06 03:00:00,4.0,49.0,3.0,7.85,20168.89,0.0,79.26,4750.75,20089.63,51.37735,51.51892
2023-12-06 04:00:00,5.0,49.0,3.0,7.85,20514.97,0.0,128.4,4745.82,20386.57,51.51892,52.16429
2023-12-06 05:00:00,6.0,49.0,3.0,7.85,21648.58,0.0,216.46,4667.84,21432.120000000003,52.16429,59.91864
2023-12-06 06:00:00,7.0,49.0,3.0,7.85,23589.1,0.03,300.46,4746.27,23288.61,59.91864,72.61951
2023-12-06 07:00:00,8.0,49.0,3.0,7.85,24178.68,268.19,339.07,4882.82,23571.420000000002,72.61951,75.21093
2023-12-06 08:00:00,9.0,49.0,3.0,7.85,23853.2,889.98,349.63,4888.17,22613.59,75.21093,74.34939
2023-12-06 09:00:00,10.0,49.0,3.0,7.85,23154.28,1228.89,351.7,4956.2,21573.69,74.34939,73.56852
2023-12-06 10:00:00,11.0,49.0,3.0,7.85,22601.33,1227.89,332.41,4971.5599999999995,21041.030000000002,73.56852,70.09327
2023-12-06 11:00:00,12.0,49.0,3.0,7.85,22393.07,1169.29,318.31,4993.93,20905.469999999998,70.09327,57.09964
2023-12-06 12:00:00,13.0,49.0,3.0,7.85,22580.94,1145.29,329.33,4999.28,21106.319999999996,57.09964,55.31728
2023-12-06 13:00:00,14.0,49.0,3.0,7.85,23167.52,1081.94,335.08,5000.52,21750.5,55.31728,57.44
2023-12-06 14:00:00,15.0,49.0,3.0,7.85,24062.11,856.92,330.45,4993.0599999999995,22874.74,57.44,71.08541
2023-12-06 15:00:00,16.0,49.0,3.0,7.85,25396.01,419.99,346.42,4964.49,24629.6,71.08541,66.92
2023-12-06 16:00:00,17.0,49.0,3.0,7.85,26811.1,69.69,377.54,4755.2,26363.87,66.92,70.12877
2023-12-06 17:00:00,18.0,49.0,3.0,7.85,28382.92,0.0,415.79,4752.75,27967.129999999997,70.12877,68.61149
2023-12-06 18:00:00,19.0,49.0,3.0,7.85,28219.92,0.0,458.62,4578.88,27761.3,68.61149,62.65032
2023-12-06 19:00:00,20.0,49.0,3.0,7.85,27621.74,0.0,447.84,4764.3099999999995,27173.9,62.65032,63.23816
2023-12-06 20:00:00,21.0,49.0,3.0,7.85,26894.29,0.0,407.27,4753.469999999999,26487.02,63.23816,62.23966
2023-12-06 21:00:00,22.0,49.0,3.0,7.85,25971.58,0.0,389.44,4749.87,25582.140000000003,62.23966,61.6075
2023-12-06 22:00:00,23.0,49.0,3.0,7.85,24343.45,0.0,390.26,4770.8099999999995,23953.190000000002,61.6075,54.76229
2023-12-06 23:00:00,24.0,49.0,3.0,7.85,22774.65,0.0,395.94,4766.08,22378.710000000003,54.76229,54.37471
2023-12-07 00:00:00,1.0,49.0,4.0,7.57,21378.35,0.0,465.73,5007.55,20912.62,54.37471,49.76144
2023-12-07 01:00:00,2.0,49.0,4.0,7.57,20662.32,0.0,444.14,4832.6,20218.18,49.76144,45.52982
2023-12-07 02:00:00,3.0,49.0,4.0,7.57,20133.11,0.0,391.87,4867.700000000001,19741.24,45.52982,45.80449
2023-12-07 03:00:00,4.0,49.0,4.0,7.57,19900.18,0.0,315.29,4858.210000000001,19584.89,45.80449,45.97033
2023-12-07 04:00:00,5.0,49.0,4.0,7.57,20285.86,0.0,245.93,4834.14,20039.93,45.97033,46.23467
2023-12-07 05:00:00,6.0,49.0,4.0,7.57,21571.8,0.0,223.6,5648.16,21348.2,46.23467,52.33395
2023-12-07 06:00:00,7.0,49.0,4.0,7.57,23733.98,0.01,226.71,5773.0,23507.260000000002,52.33395,65.13418
2023-12-07 07:00:00,8.0,49.0,4.0,7.57,24578.3,246.92,229.61,5929.24,24101.77,65.13418,53.96414
2023-12-07 08:00:00,9.0,49.0,4.0,7.57,23908.7,878.85,245.97,5849.23,22783.88,53.96414,60.41953
2023-12-07 09:00:00,10.0,49.0,4.0,7.57,23041.63,1242.73,278.06,5840.57,21520.84,60.41953,57.82111
2023-12-07 10:00:00,11.0,49.0,4.0,7.57,22168.52,1237.99,331.89,5847.55,20598.64,57.82111,62.17092
2023-12-07 11:00:00,12.0,49.0,4.0,7.57,21491.62,1173.92,461.42,5867.26,19856.28,62.17092,55.18641
2023-12-07 12:00:00,13.0,49.0,4.0,7.57,21282.02,1152.73,519.38,5862.2699999999995,19609.91,55.18641,54.83971
2023-12-07 13:00:00,14.0,49.0,4.0,7.57,21750.49,1119.14,442.24,5877.8099999999995,20189.11,54.83971,58.35796
2023-12-07 14:00:00,15.0,49.0,4.0,7.57,22593.61,943.01,357.65,5881.25,21292.95,58.35796,63.56163
2023-12-07 15:00:00,16.0,49.0,4.0,7.57,23862.67,518.01,299.05,5849.0,23045.61,63.56163,56.3873
2023-12-07 16:00:00,17.0,49.0,4.0,7.57,25701.09,104.6,288.44,5563.65,25308.050000000003,56.3873,63.11474
2023-12-07 17:00:00,18.0,49.0,4.0,7.57,27548.33,0.0,321.51,5524.75,27226.820000000003,63.11474,65.42056
2023-12-07 18:00:00,19.0,49.0,4.0,7.57,27503.49,0.0,333.23,4670.15,27170.260000000002,65.42056,60.18673
2023-12-07 19:00:00,20.0,49.0,4.0,7.57,27074.32,0.0,304.9,4653.75,26769.42,60.18673,59.63467
2023-12-07 20:00:00,21.0,49.0,4.0,7.57,26446.36,0.0,276.18,4644.37,26170.18,59.63467,58.55932
2023-12-07 21:00:00,22.0,49.0,4.0,7.57,25637.06,0.0,247.58,4642.27,25389.48,58.55932,58.53279
2023-12-07 22:00:00,23.0,49.0,4.0,7.57,24061.05,0.0,219.21,4664.32,23841.84,58.53279,55.67182
2023-12-07 23:00:00,24.0,49.0,4.0,7.57,22484.35,0.0,186.6,4968.58,22297.75,55.67182,55.05673
2023-12-08 00:00:00,1.0,49.0,5.0,6.9,21690.94,0.0,144.74,5184.389999999999,21546.199999999997,55.05673,48.6258
2023-12-08 01:00:00,2.0,49.0,5.0,6.9,20903.17,0.0,104.95,5168.42,20798.219999999998,48.6258,46.92
2023-12-08 02:00:00,3.0,49.0,5.0,6.9,20415.32,0.0,85.48,5142.42,20329.84,46.92,45.03419
2023-12-08 03:00:00,4.0,49.0,5.0,6.9,20305.02,0.0,80.8,5150.17,20224.22,45.03419,44.79214
2023-12-08 04:00:00,5.0,49.0,5.0,6.9,20825.79,0.0,86.69,5149.4400000000005,20739.100000000002,44.79214,44.7496
2023-12-08 05:00:00,6.0,49.0,5.0,6.9,22183.34,0.0,99.44,5923.9400000000005,22083.9,44.7496,48.15352
2023-12-08 06:00:00,7.0,49.0,5.0,6.9,24496.93,0.02,118.8,5928.68,24378.11,48.15352,63.89229
2023-12-08 07:00:00,8.0,49.0,5.0,6.9,25199.59,255.34,141.4,6098.530000000001,24802.85,63.89229,65.90261
2023-12-08 08:00:00,9.0,49.0,5.0,6.9,23793.01,856.08,163.45,6145.75,22773.479999999996,65.90261,64.00502
2023-12-08 09:00:00,10.0,49.0,5.0,6.9,22175.65,1167.3,190.85,6128.27,20817.500000000004,64.00502,59.85556
2023-12-08 10:00:00,11.0,49.0,5.0,6.9,20588.48,1166.4,249.32,6156.389999999999,19172.76,59.85556,54.56438
2023-12-08 11:00:00,12.0,49.0,5.0,6.9,19525.25,1165.09,333.11,6129.64,18027.05,54.56438,46.00333
2023-12-08 12:00:00,13.0,49.0,5.0,6.9,19205.79,1197.44,401.3,6123.07,17607.050000000003,46.00333,45.44
2023-12-08 13:00:00,14.0,49.0,5.0,6.9,19614.87,1276.19,425.05,6137.1,17913.63,45.44,46.8669
2023-12-08 14:00:00,15.0,49.0,5.0,6.9,20787.81,1220.29,416.04,6135.45,19151.48,46.8669,53.84482
2023-12-08 15:00:00,16.0,49.0,5.0,6.9,22723.06,711.64,368.45,6090.83,21642.97,53.84482,60.74568
2023-12-08 16:00:00,17.0,49.0,5.0,6.9,25035.32,144.38,326.99,5873.34,24563.949999999997,60.74568,64.327
2023-12-08 17:00:00,18.0,49.0,5.0,6.9,27129.01,0.0,323.55,5874.99,26805.46,64.327,66.26663
2023-12-08 18:00:00,19.0,49.0,5.0,6.9,27144.77,0.0,328.04,4930.6,26816.73,66.26663,64.9438
2023-12-08 19:00:00,20.0,49.0,5.0,6.9,26755.4,0.0,339.4,4921.6,26416.0,64.9438,65.52248
2023-12-08 20:00:00,21.0,49.0,5.0,6.9,26248.41,0.0,349.47,4917.67,25898.94,65.52248,65.42019
